payment_id,ride_id,amount,payment_mode,payment_status,transaction_id,timestamp,wallet_used,cashback_applied
PAY0000289,RID0000324,43.31,Debit Card,Refunded,TXN902962848666,2024-07-23 22:07:59,0,
PAY0000290,RID0000325,112.08,Cash,Success,,2025-08-05 00:27:53,0,
PAY0000291,RID0000326,97.56,Cash,Refunded,,2025-06-26 04:10:53,0,
PAY0000292,RID0000327,46.44,UPI,Success,TXN995969743577,2024-08-09 23:23:58,0,2.98
PAY0000293,RID0000328,46.92,Debit Card,Refunded,TXN200268326683,2026-06-05 10:05:47,0,
PAY0000294,RID0000329,60.48,UPI,Success,TXN136328134668,2026-02-07 04:58:13,0,
PAY0000295,RID0000330,60.18,Cash,Success,,2025-11-13 20:07:30,0,
PAY0000296,RID0000331,219.46,Wallet,Failed,TXN264784670081,2025-10-23 03:39:12,1,
PAY0000297,RID0000333,144.0,Debit Card,Success,TXN266744018557,2026-04-03 02:05:28,0,
PAY0000298,RID0000334,137.59,Debit Card,Success,TXN694594546394,2024-04-30 13:11:42,0,
PAY0000299,RID0000335,164.25,Cash,Success,,2026-01-07 16:08:47,0,
PAY0000300,RID0000336,62.76,Credit Card,Success,TXN615819943759,2024-04-06 18:18:39,0,
PAY0000301,RID0000337,51.55,Credit Card,Failed,TXN439203065308,2026-01-06 05:46:14,0,
PAY0000302,RID0000338,41.64,Cash,Failed,,2024-04-12 06:26:27,0,
PAY0000303,RID0000339,221.76,UPI,Refunded,TXN894342633427,2026-06-06 19:48:22,0,
PAY0000304,RID0000340,78.12,Debit Card,Success,TXN326341846174,2024-01-30 10:21:54,0,6.4
PAY0000305,RID0000341,140.98,Wallet,Success,TXN644522744438,2024-02-19 07:23:42,1,
PAY0000306,RID0000342,5.77,Debit Card,Success,TXN598090633509,2025-10-05 18:09:02,0,
PAY0000307,RID0000343,82.37,Cash,Refunded,,2024-09-01 07:46:23,0,
PAY0000308,RID0000344,48.96,Wallet,Refunded,TXN800585338346,2025-05-06 05:07:21,1,
PAY0000309,RID0000345,112.68,Cash,Success,,2024-09-16 21:41:16,0,
PAY0000310,RID0000346,21.4,Wallet,Failed,TXN103691343135,2025-12-12 18:18:01,1,
PAY0000311,RID0000347,22.14,Credit Card,Success,TXN504407430938,2024-02-04 20:30:47,0,
PAY0000312,RID0000348,47.76,Cash,Success,,2024-03-19 03:54:10,0,
PAY0000313,RID0000349,51.98,Debit Card,Success,TXN883850800139,2024-11-10 21:20:09,0,
PAY0000314,RID0000352,68.96,Wallet,Success,TXN442539453443,2026-07-18 21:43:13,1,
PAY0000315,RID0000353,91.87,Debit Card,Failed,TXN121591422290,2025-08-23 18:36:32,0,
PAY0000316,RID0000354,43.04,Cash,Success,,2025-04-19 05:14:58,0,
PAY0000317,RID0000355,184.92,Debit Card,Refunded,TXN645447773100,2024-09-24 19:09:01,0,
PAY0000318,RID0000356,54.24,Credit Card,Refunded,TXN147822837685,2024-11-23 03:59:42,0,
PAY0000319,RID0000357,71.14,UPI,Refunded,TXN362079736771,2024-05-15 22:42:17,0,
PAY0000320,RID0000358,59.33,Credit Card,Refunded,TXN307760276983,2026-05-07 15:32:42,0,
PAY0000321,RID0000359,138.06,Credit Card,Success,TXN116526966799,2024-05-05 16:04:37,0,
PAY0000322,RID0000360,174.31,Debit Card,Success,TXN449737650629,2025-06-04 21:27:52,0,
PAY0000323,RID0000361,79.8,Debit Card,Success,TXN675306289630,2026-05-09 06:45:17,0,7.59
PAY0000324,RID0000362,199.5,UPI,Success,TXN298000891959,2025-12-12 05:26:27,0,
PAY0000325,RID0000364,94.56,Debit Card,Success,TXN365334233483,2025-12-19 01:37:17,0,
PAY0000326,RID0000365,95.16,Credit Card,Success,TXN355829048677,2025-05-15 02:38:13,0,
PAY0000327,RID0000366,66.42,Wallet,Success,TXN166323836262,2025-01-25 23:03:54,1,4.05
PAY0000328,RID0000367,112.05,Cash,Success,,2025-07-15 07:51:31,0,
PAY0000329,RID0000369,294.84,Debit Card,Success,TXN873951346054,2024-01-29 20:31:07,0,
PAY0000330,RID0000370,54.96,UPI,Success,TXN117244992221,2025-07-08 11:31:56,0,
PAY0000331,RID0000371,241.96,Debit Card,Failed,TXN474700352398,2026-07-03 02:01:46,0,
PAY0000332,RID0000372,35.7,Credit Card,Success,TXN297220356305,2025-06-25 16:52:41,0,
PAY0000333,RID0000373,177.64,Wallet,Success,TXN860805142033,2025-01-23 01:13:45,1,
PAY0000334,RID0000374,83.9,Cash,Success,,2024-08-16 13:23:58,0,
PAY0000335,RID0000375,32.15,Debit Card,Success,TXN318078276164,2024-01-18 05:18:57,0,
PAY0000336,RID0000376,50.76,Credit Card,Success,TXN624077460623,2025-08-30 18:22:22,0,
PAY0000337,RID0000377,38.64,Wallet,Refunded,TXN114927668840,2024-10-23 17:26:25,1,
PAY0000338,RID0000378,51.48,UPI,Success,TXN342976384257,2026-07-18 01:01:33,0,1.5
PAY0000339,RID0000379,93.12,Wallet,Failed,TXN928955050176,2026-04-12 17:56:36,1,
PAY0000340,RID0000380,108.14,Cash,Refunded,,2024-09-04 15:22:58,0,
PAY0000341,RID0000381,101.64,Credit Card,Success,TXN284929907624,2025-10-21 10:35:04,0,
PAY0000342,RID0000382,100.64,Credit Card,Refunded,TXN780431111163,2025-10-24 13:45:27,0,
PAY0000343,RID0000383,71.64,Wallet,Success,TXN309186252673,2024-01-26 16:00:05,1,
PAY0000344,RID0000384,64.04,Cash,Success,,2025-09-16 00:15:50,0,
PAY0000345,RID0000385,114.61,Cash,Refunded,,2025-06-08 05:53:33,0,
PAY0000346,RID0000386,91.1,Debit Card,Success,TXN862065496749,2025-08-21 13:26:08,0,
PAY0000347,RID0000387,139.61,Credit Card,Refunded,TXN299382412464,2026-04-14 21:13:58,0,
PAY0000348,RID0000388,76.79,Cash,Success,,2024-06-21 17:58:14,0,
PAY0000349,RID0000389,56.04,Debit Card,Success,TXN369016985180,2024-09-10 11:26:42,0,
PAY0000350,RID0000390,62.53,UPI,Success,TXN851101820232,2025-11-09 04:00:06,0,
PAY0000351,RID0000391,89.52,Credit Card,Refunded,TXN744233095328,2025-10-09 03:55:47,0,
PAY0000352,RID0000392,13.26,Debit Card,Success,TXN279129304762,2026-02-22 15:45:25,0,
PAY0000353,RID0000393,371.09,Wallet,Success,TXN995476317275,2025-10-14 23:18:29,1,
PAY0000354,RID0000394,0.88,Credit Card,Failed,TXN477302776377,2024-07-09 17:33:53,0,
PAY0000355,RID0000395,41.64,Wallet,Refunded,TXN817222960640,2025-01-29 03:30:35,1,
PAY0000356,RID0000396,45.54,Credit Card,Success,TXN685834919730,2025-01-11 03:49:51,0,
PAY0000357,RID0000397,94.32,Debit Card,Success,TXN916331413514,2024-01-06 01:01:31,0,
PAY0000358,RID0000398,11.47,Debit Card,Failed,TXN293059894737,2025-08-30 22:58:46,0,
PAY0000359,RID0000399,160.27,UPI,Failed,TXN311089783821,2025-01-24 14:24:20,0,
PAY0000360,RID0000400,197.64,UPI,Success,TXN801972730388,2026-01-08 11:59:26,0,
PAY0000361,RID0000401,182.88,UPI,Failed,TXN159714200725,2025-03-14 19:49:41,0,
PAY0000362,RID0000402,105.96,UPI,Refunded,TXN853636790924,2024-07-23 21:19:13,0,
PAY0000363,RID0000403,114.65,Credit Card,Success,TXN434027223682,2024-05-15 09:56:37,0,
PAY0000364,RID0000404,105.6,UPI,Success,TXN227146323143,2025-04-04 11:13:20,0,8.07
PAY0000365,RID0000405,67.93,UPI,Success,TXN182146773019,2024-09-04 01:42:58,0,
PAY0000366,RID0000406,92.54,Cash,Success,,2025-07-11 18:53:49,0,
PAY0000367,RID0000408,3.65,Wallet,Success,TXN699873136633,2024-08-10 18:28:59,1,
PAY0000368,RID0000409,137.33,UPI,Success,TXN126299459208,2024-11-15 09:58:33,0,
PAY0000369,RID0000410,37.55,Wallet,Refunded,TXN273156533112,2024-07-31 13:30:25,1,
PAY0000370,RID0000412,49.25,UPI,Success,TXN768955995912,2026-06-29 10:43:49,0,
PAY0000371,RID0000413,78.6,Credit Card,Success,TXN132585002306,2024-10-04 02:43:53,0,
PAY0000372,RID0000414,96.04,Wallet,Success,TXN479383297696,2024-03-14 19:18:47,1,9.59
PAY0000373,RID0000415,165.42,Credit Card,Refunded,TXN165008150807,2025-02-02 23:05:06,0,
PAY0000374,RID0000416,27.06,Credit Card,Failed,TXN811474649565,2024-07-31 21:15:49,0,
PAY0000375,RID0000417,42.3,Credit Card,Success,TXN444872260001,2026-06-14 04:06:16,0,
PAY0000376,RID0000418,262.38,Wallet,Success,TXN321879767339,2024-09-20 00:59:31,1,8.28
PAY0000377,RID0000419,91.8,Debit Card,Refunded,TXN564213480497,2025-09-13 05:10:48,0,
PAY0000378,RID0000420,52.62,UPI,Failed,TXN499494853716,2025-02-03 16:03:14,0,
PAY0000379,RID0000421,234.0,Cash,Success,,2025-01-25 06:56:35,0,
PAY0000380,RID0000422,27.48,Debit Card,Success,TXN389191144343,2024-02-01 04:54:53,0,
PAY0000381,RID0000423,59.42,Credit Card,Failed,TXN688429208426,2024-01-04 20:03:14,0,
PAY0000382,RID0000424,117.79,Cash,Success,,2025-08-17 17:37:20,0,
PAY0000383,RID0000425,68.52,Debit Card,Refunded,TXN303753609243,2024-06-21 18:08:57,0,
PAY0000384,RID0000426,201.12,Debit Card,Refunded,TXN349483725584,2024-07-18 01:56:57,0,
PAY0000385,RID0000427,118.2,Credit Card,Success,TXN839540983348,2026-01-11 22:23:34,0,
PAY0000386,RID0000428,92.76,UPI,Refunded,TXN614262526983,2025-06-05 07:19:25,0,
PAY0000387,RID0000429,38.52,Cash,Success,,2026-04-03 17:39:40,0,
PAY0000388,RID0000431,99.4,Cash,Refunded,,2025-01-19 05:35:31,0,
PAY0000389,RID0000432,49.2,Credit Card,Success,TXN916828305613,2024-08-05 05:15:03,0,
PAY0000390,RID0000433,62.88,Cash,Success,,2024-06-14 10:58:53,0,
PAY0000391,RID0000434,57.53,Debit Card,Success,TXN785886166533,2024-08-07 19:03:27,0,
PAY0000392,RID0000435,123.72,UPI,Success,TXN235618151635,2025-02-02 03:30:05,0,
PAY0000393,RID0000436,470.09,Cash,Refunded,,2025-03-27 06:43:31,0,
PAY0000394,RID0000437,205.8,Cash,Success,,2025-01-21 06:57:44,0,
PAY0000395,RID0000438,19.8,Wallet,Failed,TXN418652838343,2024-06-12 11:37:31,1,
PAY0000396,RID0000439,138.8,Cash,Success,,2024-11-28 05:24:10,0,
PAY0000397,RID0000440,99.6,Credit Card,Success,TXN556622415122,2025-01-31 13:14:41,0,
PAY0000398,RID0000442,30.38,UPI,Success,TXN324142947344,2026-01-09 00:25:21,0,
PAY0000399,RID0000443,49.18,Wallet,Success,TXN926259244169,2025-06-02 03:56:02,1,4.62
PAY0000400,RID0000444,47.0,UPI,Success,TXN903828859848,2025-11-23 11:24:32,0,
PAY0000401,RID0000446,73.39,Cash,Failed,,2024-06-14 07:51:58,0,
PAY0000402,RID0000447,60.77,Debit Card,Success,TXN330029144685,2024-04-04 19:46:31,0,
PAY0000403,RID0000448,135.72,UPI,Success,TXN754265409927,2024-08-23 22:06:05,0,
PAY0000404,RID0000449,51.48,Credit Card,Success,TXN124551304920,2026-04-20 12:03:45,0,
PAY0000405,RID0000450,151.42,Debit Card,Failed,TXN712911247551,2024-09-11 01:23:15,0,
PAY0000406,RID0000451,18.1,UPI,Failed,TXN533205156302,2025-03-25 17:35:19,0,
PAY0000407,RID0000452,177.9,Cash,Success,,2024-10-15 07:22:31,0,
PAY0000408,RID0000453,71.63,UPI,Success,TXN595116603864,2025-05-06 16:45:54,0,4.17
PAY0000409,RID0000454,104.54,Debit Card,Refunded,TXN416591429897,2024-08-12 12:02:06,0,
PAY0000410,RID0000455,147.24,UPI,Failed,TXN117357746432,2024-12-10 05:24:26,0,
PAY0000411,RID0000458,55.44,Credit Card,Success,TXN674458771015,2026-07-15 21:28:16,0,
PAY0000412,RID0000459,149.64,Credit Card,Refunded,TXN150932487263,2025-04-01 07:39:24,0,
PAY0000413,RID0000460,330.24,Credit Card,Failed,TXN302004511239,2026-06-04 23:17:44,0,
PAY0000414,RID0000461,206.4,Wallet,Success,TXN433748287981,2025-02-13 17:07:59,1,
PAY0000415,RID0000462,76.46,Debit Card,Success,TXN742700705946,2025-04-15 18:04:33,0,
PAY0000416,RID0000463,114.88,UPI,Success,TXN546228470892,2025-03-07 04:26:11,0,
PAY0000417,RID0000464,101.64,UPI,Failed,TXN464531966528,2024-11-11 20:34:28,0,
PAY0000418,RID0000465,120.62,Credit Card,Failed,TXN591044257729,2025-08-19 22:23:18,0,
PAY0000419,RID0000466,97.44,Credit Card,Success,TXN647347462815,2024-02-10 07:22:03,0,
PAY0000420,RID0000467,403.28,Credit Card,Refunded,TXN823032706756,2025-12-27 21:43:50,0,
PAY0000421,RID0000468,63.02,UPI,Success,TXN598946400506,2025-03-24 05:12:24,0,2.37
PAY0000422,RID0000469,209.3,Cash,Success,,2024-06-17 14:52:19,0,
PAY0000423,RID0000471,91.2,Cash,Failed,,2025-09-14 03:30:59,0,
PAY0000424,RID0000472,96.43,Debit Card,Success,TXN892450334234,2024-02-05 01:43:23,0,
PAY0000425,RID0000473,39.8,Debit Card,Refunded,TXN595290301175,2025-07-07 03:29:48,0,
PAY0000426,RID0000474,57.53,Debit Card,Success,TXN201414651076,2025-09-22 03:29:54,0,
PAY0000427,RID0000475,92.52,Wallet,Failed,TXN658389360459,2025-03-17 05:54:54,1,
PAY0000428,RID0000476,56.09,Wallet,Success,TXN765905307870,2024-09-09 16:07:36,1,4.32
PAY0000429,RID0000477,49.5,Wallet,Success,TXN636016440215,2025-08-22 14:37:20,1,
PAY0000430,RID0000478,25.06,Cash,Failed,,2024-02-17 19:02:44,0,
PAY0000431,RID0000479,112.84,Wallet,Success,TXN555809168702,2025-01-22 22:52:36,1,
PAY0000432,RID0000480,119.7,Debit Card,Success,TXN270816011356,2024-03-26 12:39:40,0,
PAY0000433,RID0000482,79.2,UPI,Success,TXN439217265327,2026-06-06 06:16:25,0,1.64
PAY0000434,RID0000483,60.12,UPI,Failed,TXN146089136855,2024-01-21 23:59:23,0,
PAY0000435,RID0000484,129.74,Wallet,Success,TXN202467031811,2026-02-14 19:26:07,1,
PAY0000436,RID0000485,93.0,Wallet,Success,TXN524254957460,2024-07-26 19:31:19,1,
PAY0000437,RID0000486,199.37,Wallet,Success,TXN639542502964,2025-01-19 14:49:43,1,
PAY0000438,RID0000487,52.04,Credit Card,Success,TXN244601518535,2024-08-30 05:55:39,0,
PAY0000439,RID0000489,39.6,Wallet,Success,TXN376205789449,2025-12-11 09:35:13,1,
PAY0000440,RID0000490,52.26,Cash,Success,,2025-02-22 14:15:32,0,
PAY0000441,RID0000491,58.2,Debit Card,Refunded,TXN262132569322,2024-10-10 13:41:05,0,
PAY0000442,RID0000492,138.27,Wallet,Success,TXN695175245870,2024-05-19 05:40:21,1,4.17
PAY0000443,RID0000493,87.84,Debit Card,Refunded,TXN948258659251,2025-10-02 09:26:22,0,
PAY0000444,RID0000494,98.88,Wallet,Success,TXN449919397614,2025-12-14 23:15:14,1,
PAY0000445,RID0000495,16.75,Cash,Failed,,2025-09-16 19:46:07,0,
PAY0000446,RID0000496,114.24,Cash,Refunded,,2026-02-22 17:41:57,0,
PAY0000447,RID0000497,101.88,Wallet,Success,TXN563293440488,2026-04-08 00:34:24,1,
PAY0000448,RID0000498,199.32,Credit Card,Success,TXN566690260314,2025-04-14 02:42:26,0,
PAY0000449,RID0000499,108.72,Credit Card,Success,TXN486294060136,2025-03-12 04:59:48,0,
PAY0000450,RID0000501,89.12,Wallet,Success,TXN876822941126,2024-06-18 08:47:10,1,
PAY0000451,RID0000502,88.76,Debit Card,Failed,TXN898161686943,2024-07-10 01:35:18,0,
PAY0000452,RID0000503,107.35,Cash,Refunded,,2026-01-17 19:40:45,0,
PAY0000453,RID0000504,150.2,Wallet,Success,TXN510819824887,2025-01-05 11:31:45,1,
PAY0000454,RID0000505,46.44,UPI,Success,TXN747555341806,2026-02-25 23:05:04,0,4.26
PAY0000455,RID0000506,81.06,UPI,Success,TXN276537800788,2024-04-02 18:28:33,0,
PAY0000456,RID0000507,162.56,Debit Card,Success,TXN122517129410,2024-02-27 10:32:05,0,7.73
PAY0000457,RID0000509,67.56,UPI,Refunded,TXN455272513856,2025-09-21 10:18:26,0,
PAY0000458,RID0000510,78.48,Debit Card,Success,TXN222660337309,2025-08-16 01:56:51,0,
PAY0000459,RID0000511,106.42,UPI,Refunded,TXN606321882290,2026-03-30 12:24:58,0,
PAY0000460,RID0000512,109.51,Credit Card,Success,TXN842935144689,2025-04-13 02:21:17,0,
PAY0000461,RID0000513,81.84,Debit Card,Success,TXN796943005448,2026-04-09 06:05:05,0,
PAY0000462,RID0000514,78.61,UPI,Success,TXN367999173675,2025-02-06 09:13:38,0,
PAY0000463,RID0000517,34.38,UPI,Success,TXN919274273085,2024-03-25 13:02:11,0,
PAY0000464,RID0000518,67.08,Debit Card,Success,TXN433191379797,2025-02-21 05:17:09,0,
PAY0000465,RID0000519,314.0,Cash,Success,,2025-11-13 02:50:31,0,
PAY0000466,RID0000520,43.85,Credit Card,Failed,TXN795678556705,2025-07-10 19:51:36,0,
PAY0000467,RID0000521,70.44,UPI,Success,TXN756249750430,2025-02-21 13:24:44,0,
PAY0000468,RID0000522,83.28,Cash,Success,,2025-01-25 02:28:15,0,
PAY0000469,RID0000523,125.3,Wallet,Success,TXN493978390904,2024-12-31 14:43:44,1,
PAY0000470,RID0000524,40.23,Credit Card,Success,TXN381386915536,2025-08-30 01:16:59,0,
PAY0000471,RID0000525,78.68,Credit Card,Success,TXN944700398628,2025-05-21 04:34:49,0,
PAY0000472,RID0000526,67.54,Credit Card,Refunded,TXN176482654596,2026-05-18 04:31:14,0,
PAY0000473,RID0000527,87.23,Credit Card,Failed,TXN650622012175,2024-10-25 07:34:07,0,
PAY0000474,RID0000528,128.64,Wallet,Success,TXN713949652860,2024-12-24 06:49:45,1,
PAY0000475,RID0000529,62.82,Credit Card,Success,TXN327198277872,2024-02-29 21:15:02,0,5.77
PAY0000476,RID0000530,74.76,UPI,Success,TXN382267935424,2025-07-10 09:28:16,0,
PAY0000477,RID0000531,102.44,Wallet,Success,TXN555122242717,2026-06-24 17:53:58,1,
PAY0000478,RID0000532,52.08,Wallet,Failed,TXN916220866485,2025-08-10 02:55:39,1,
PAY0000479,RID0000533,44.84,Cash,Success,,2025-02-16 22:17:17,0,
PAY0000480,RID0000534,128.59,UPI,Success,TXN307293809322,2024-10-30 13:27:29,0,4.4
PAY0000481,RID0000535,118.12,UPI,Failed,TXN164211032415,2025-04-21 20:21:07,0,
PAY0000482,RID0000536,67.32,UPI,Success,TXN795586703628,2024-06-28 08:41:09,0,
PAY0000483,RID0000537,37.72,Cash,Success,,2024-01-17 16:22:59,0,
PAY0000484,RID0000538,75.46,Wallet,Success,TXN977675899881,2024-01-05 00:32:17,1,
PAY0000485,RID0000540,164.7,Wallet,Failed,TXN641689245694,2025-01-19 08:11:27,1,
PAY0000486,RID0000541,93.64,Credit Card,Success,TXN970112026319,2024-02-21 13:48:39,0,
PAY0000487,RID0000542,73.87,Cash,Success,,2026-07-15 00:18:26,0,
PAY0000488,RID0000543,148.4,UPI,Success,TXN307613164716,2024-11-27 10:33:21,0,
PAY0000489,RID0000544,105.65,Wallet,Success,TXN171359729521,2026-03-30 15:37:32,1,
PAY0000490,RID0000545,20.52,Cash,Success,,2025-03-11 13:52:38,0,
PAY0000491,RID0000546,76.66,Wallet,Success,TXN764049471566,2025-02-01 11:24:00,1,
PAY0000492,RID0000548,279.14,Wallet,Success,TXN671524943307,2026-02-01 14:57:55,1,
PAY0000493,RID0000550,5.78,Debit Card,Success,TXN232765922091,2025-01-07 23:28:20,0,
PAY0000494,RID0000551,149.0,Credit Card,Refunded,TXN669932995972,2024-11-17 02:21:22,0,
PAY0000495,RID0000552,81.36,Wallet,Success,TXN773895644361,2024-08-11 19:52:21,1,
PAY0000496,RID0000553,22.51,Credit Card,Success,TXN239546023556,2024-01-09 09:11:51,0,
PAY0000497,RID0000554,123.9,Cash,Success,,2025-07-19 08:48:01,0,
PAY0000498,RID0000555,106.13,UPI,Success,TXN837983292257,2024-05-10 11:21:02,0,8.69
PAY0000499,RID0000556,130.8,Debit Card,Success,TXN425431671456,2025-06-22 09:21:42,0,
PAY0000500,RID0000557,70.92,Wallet,Success,TXN531956259032,2025-06-04 14:58:20,1,
PAY0000501,RID0000558,31.43,UPI,Refunded,TXN629600229710,2024-08-19 18:56:38,0,
PAY0000502,RID0000559,76.0,Credit Card,Refunded,TXN635571879450,2026-02-02 20:26:23,0,
PAY0000503,RID0000560,72.2,Cash,Refunded,,2025-11-25 02:01:31,0,
PAY0000504,RID0000561,37.01,Wallet,Success,TXN944361081083,2025-02-21 19:01:45,1,
PAY0000505,RID0000562,19.8,UPI,Refunded,TXN565121849193,2025-08-11 17:20:29,0,
PAY0000506,RID0000564,89.16,UPI,Success,TXN633158795335,2024-11-10 02:36:53,0,7.12
PAY0000507,RID0000565,101.63,UPI,Success,TXN181298580369,2025-11-06 11:43:30,0,
PAY0000508,RID0000566,139.8,Cash,Success,,2024-04-03 03:35:03,0,
PAY0000509,RID0000567,87.26,Cash,Success,,2026-04-06 18:58:18,0,
PAY0000510,RID0000568,130.76,UPI,Success,TXN145299703236,2024-06-14 11:02:21,0,
PAY0000511,RID0000569,76.61,UPI,Success,TXN550751771317,2025-01-28 11:26:55,0,
PAY0000512,RID0000570,160.7,Credit Card,Refunded,TXN489824137048,2024-09-26 03:21:39,0,
PAY0000513,RID0000571,153.65,Credit Card,Success,TXN351928803045,2025-06-09 03:53:33,0,
PAY0000514,RID0000572,115.82,Debit Card,Success,TXN445290243790,2025-10-11 18:48:10,0,
PAY0000515,RID0000573,264.6,Debit Card,Success,TXN427719979815,2024-08-26 18:57:03,0,
PAY0000516,RID0000574,102.6,Credit Card,Failed,TXN559337507384,2026-03-18 11:23:54,0,
PAY0000517,RID0000575,125.64,Credit Card,Success,TXN488711301589,2026-01-24 17:22:25,0,
PAY0000518,RID0000576,106.63,UPI,Success,TXN405624184521,2025-08-03 10:12:14,0,
PAY0000519,RID0000577,58.92,UPI,Failed,TXN265326335340,2026-06-13 15:14:45,0,
PAY0000520,RID0000578,78.96,Wallet,Success,TXN836357071748,2024-05-20 06:32:42,1,
PAY0000521,RID0000579,159.0,Cash,Failed,,2024-02-22 21:46:56,0,
PAY0000522,RID0000580,155.72,Credit Card,Success,TXN423961803777,2026-06-07 05:07:05,0,
PAY0000523,RID0000581,35.04,Cash,Success,,2025-07-31 01:25:55,0,
PAY0000524,RID0000582,141.26,Credit Card,Success,TXN842819124356,2025-02-25 22:51:32,0,
PAY0000525,RID0000583,87.93,Wallet,Refunded,TXN682698808163,2026-07-11 05:59:00,1,
PAY0000526,RID0000584,185.33,UPI,Success,TXN191801843485,2025-04-21 04:52:36,0,3.87
PAY0000527,RID0000585,81.83,Credit Card,Success,TXN562558890215,2025-07-28 02:01:06,0,
PAY0000528,RID0000586,280.37,UPI,Success,TXN574180032434,2025-09-21 15:52:01,0,13.02
PAY0000529,RID0000587,60.96,Debit Card,Success,TXN229537042676,2025-01-19 08:42:14,0,
PAY0000530,RID0000588,29.22,UPI,Failed,TXN901457354583,2024-01-21 09:36:08,0,
PAY0000531,RID0000589,19.8,Wallet,Success,TXN899417300436,2026-07-05 01:18:58,1,
PAY0000532,RID0000590,69.36,UPI,Refunded,TXN280993472522,2025-07-07 09:59:41,0,
PAY0000533,RID0000591,121.2,UPI,Success,TXN443962764567,2024-06-23 02:10:42,0,
PAY0000534,RID0000593,96.9,Wallet,Success,TXN940777779934,2025-11-27 21:03:49,1,
PAY0000535,RID0000594,78.95,Cash,Success,,2025-10-27 00:31:02,0,
PAY0000536,RID0000595,90.12,Credit Card,Success,TXN677533668770,2024-02-21 00:09:48,0,
PAY0000537,RID0000596,257.8,Debit Card,Success,TXN346486710002,2024-02-22 09:45:04,0,
PAY0000538,RID0000597,46.73,UPI,Success,TXN734601448507,2025-04-04 18:41:47,0,
PAY0000539,RID0000598,51.96,Debit Card,Success,TXN299065569999,2025-04-20 02:59:37,0,
PAY0000540,RID0000599,124.08,Cash,Refunded,,2025-02-24 14:17:50,0,
PAY0000541,RID0000600,88.32,Cash,Failed,,2024-06-18 19:59:08,0,
PAY0000542,RID0000601,58.61,Debit Card,Failed,TXN710753724711,2026-06-23 08:39:33,0,
PAY0000543,RID0000602,27.84,Debit Card,Refunded,TXN955251442728,2026-01-08 14:22:57,0,
PAY0000544,RID0000603,21.8,Wallet,Success,TXN266994097175,2025-03-29 08:47:26,1,
PAY0000545,RID0000604,54.48,Cash,Success,,2024-02-24 08:01:29,0,
PAY0000546,RID0000605,189.13,Wallet,Success,TXN650433009918,2024-06-16 21:57:00,1,
PAY0000547,RID0000606,98.04,Credit Card,Refunded,TXN959854949321,2024-09-29 19:07:37,0,
PAY0000548,RID0000607,53.28,UPI,Success,TXN123293146458,2025-08-07 15:26:09,0,
PAY0000549,RID0000609,59.9,Debit Card,Success,TXN872543811138,2024-02-28 09:17:25,0,
PAY0000550,RID0000610,109.68,Debit Card,Success,TXN399793771881,2024-04-23 22:18:30,0,
PAY0000551,RID0000611,51.41,Debit Card,Success,TXN421313783155,2026-05-15 00:42:14,0,
PAY0000552,RID0000612,52.31,UPI,Success,TXN661508886843,2025-03-09 21:04:12,0,
PAY0000553,RID0000613,85.7,Debit Card,Success,TXN788640805121,2025-06-24 02:09:40,0,
PAY0000554,RID0000616,49.25,Credit Card,Failed,TXN711663278465,2024-05-13 17:04:27,0,
PAY0000555,RID0000617,97.55,Wallet,Refunded,TXN687850105763,2025-01-24 08:52:21,1,
PAY0000556,RID0000619,183.66,Wallet,Success,TXN286535772104,2025-03-17 18:17:09,1,
PAY0000557,RID0000620,118.73,Debit Card,Success,TXN550810061667,2025-11-04 09:48:16,0,
PAY0000558,RID0000621,133.92,Credit Card,Success,TXN601889302064,2026-03-22 11:03:09,0,5.22
PAY0000559,RID0000622,106.6,Credit Card,Success,TXN793872711476,2025-05-27 02:24:57,0,
PAY0000560,RID0000623,159.12,Debit Card,Success,TXN761237255707,2025-08-09 22:23:36,0,
