feedback_id,ride_id,user_rating,driver_rating,user_comment,driver_comment,feedback_tags
FB0000491,RID0000721,4.7,,,,
FB0000492,RID0000724,3.8,4.2,,,
FB0000493,RID0000726,4.5,4.3,"Great ride, very smooth",,
FB0000494,RID0000727,4.5,,A bit late but fine,,
FB0000495,RID0000728,4.7,,,Cooperative rider,
FB0000496,RID0000729,3.7,4.9,,Polite passenger,
FB0000497,RID0000730,3.3,3.4,,Asked to change route,
FB0000498,RID0000731,5.0,5.0,,,late pickup
FB0000499,RID0000732,5.0,4.1,,,long route taken
FB0000500,RID0000733,5.0,,Good experience overall,,professional
FB0000501,RID0000739,4.3,4.6,Excellent service,,
FB0000502,RID0000740,4.0,3.5,,,
FB0000503,RID0000743,3.2,3.9,,,
FB0000504,RID0000747,3.7,3.9,Very safe driving,,
FB0000505,RID0000748,4.2,,Driver took a longer route,Good communication,
FB0000506,RID0000749,5.0,5.0,,Cooperative rider,clean vehicle
FB0000507,RID0000750,5.0,4.0,,,clean vehicle
FB0000508,RID0000753,4.5,3.8,,,
FB0000509,RID0000754,4.4,4.6,,On time at pickup,
FB0000510,RID0000755,5.0,,Very safe driving,,clean vehicle
FB0000511,RID0000756,5.0,3.8,,,professional
FB0000512,RID0000759,3.0,4.7,,,late pickup
FB0000513,RID0000760,3.6,4.1,,,
FB0000514,RID0000763,3.6,3.9,"Great ride, very smooth",,
FB0000515,RID0000764,4.5,4.4,Driver took a longer route,On time at pickup,
FB0000516,RID0000765,5.0,4.3,Music was too loud,No issues,good music
FB0000517,RID0000766,4.5,4.4,,,
FB0000518,RID0000770,4.3,,Driver was polite,,
FB0000519,RID0000771,5.0,4.3,Very safe driving,,rude behavior
FB0000520,RID0000773,3.4,4.7,Very safe driving,,
FB0000521,RID0000774,4.5,,Driver was polite,On time at pickup,
FB0000522,RID0000777,4.1,,Good experience overall,,
FB0000523,RID0000780,5.0,4.9,Good experience overall,,professional
FB0000524,RID0000781,4.0,3.7,,No issues,
FB0000525,RID0000782,5.0,4.0,,Good communication,late pickup
FB0000526,RID0000783,3.9,,,No issues,
FB0000527,RID0000785,5.0,3.7,Very safe driving,,late pickup
FB0000528,RID0000786,4.6,4.6,A bit late but fine,No issues,
FB0000529,RID0000787,4.5,4.6,,Asked to change route,
FB0000530,RID0000789,4.6,4.5,,,
FB0000531,RID0000790,3.7,3.8,,Cooperative rider,
FB0000532,RID0000791,5.0,3.7,,Polite passenger,long route taken
FB0000533,RID0000792,4.1,,,,
FB0000534,RID0000795,5.0,5.0,Very safe driving,,polite behavior
FB0000535,RID0000796,4.9,4.7,,,professional
FB0000536,RID0000797,4.2,3.9,,,
FB0000537,RID0000798,5.0,4.4,"Great ride, very smooth",Good communication,clean vehicle
FB0000538,RID0000799,4.1,5.0,Vehicle was clean,,
FB0000539,RID0000800,3.8,4.3,Vehicle was clean,Asked to change route,
FB0000540,RID0000801,3.2,,,Good communication,
FB0000541,RID0000802,4.1,4.0,,On time at pickup,
FB0000542,RID0000803,4.8,,,,clean vehicle
FB0000543,RID0000805,4.7,4.6,,,
FB0000544,RID0000808,4.5,4.2,,,
FB0000545,RID0000809,4.2,,,,
FB0000546,RID0000810,4.5,,Good experience overall,No issues,
FB0000547,RID0000812,5.0,4.6,,,good music
FB0000548,RID0000813,4.4,4.6,Very safe driving,,
FB0000549,RID0000816,4.8,,,Polite passenger,long route taken
FB0000550,RID0000818,4.3,,Vehicle was clean,On time at pickup,
FB0000551,RID0000820,3.5,4.6,A bit late but fine,,
FB0000552,RID0000821,4.1,,,Polite passenger,
FB0000553,RID0000822,4.4,,Music was too loud,Polite passenger,
FB0000554,RID0000823,4.7,5.0,,On time at pickup,
FB0000555,RID0000825,5.0,3.3,,,late pickup
FB0000556,RID0000826,4.2,3.8,,,
FB0000557,RID0000828,5.0,4.8,Driver took a longer route,No issues,clean vehicle
FB0000558,RID0000830,3.8,4.4,Good experience overall,No issues,
FB0000559,RID0000831,4.1,,"Great ride, very smooth",,
FB0000560,RID0000833,4.8,4.4,,,late pickup
FB0000561,RID0000834,4.6,4.8,Vehicle was clean,,
FB0000562,RID0000835,4.1,4.2,,,
FB0000563,RID0000836,4.0,,Music was too loud,,
FB0000564,RID0000837,4.3,4.9,Vehicle was clean,Good communication,
FB0000565,RID0000838,3.8,3.7,Vehicle was clean,,
FB0000566,RID0000839,5.0,5.0,,,clean vehicle
FB0000567,RID0000840,5.0,4.9,Good experience overall,,professional
FB0000568,RID0000841,4.5,,,No issues,
FB0000569,RID0000845,4.8,,,Good communication,professional
FB0000570,RID0000846,4.5,5.0,,,
FB0000571,RID0000847,3.7,4.0,Music was too loud,,
FB0000572,RID0000848,5.0,,Very safe driving,,safe driving
FB0000573,RID0000849,4.1,5.0,Excellent service,,
FB0000574,RID0000850,4.3,,Excellent service,,
FB0000575,RID0000851,5.0,4.8,Driver was polite,,clean vehicle
FB0000576,RID0000853,4.4,5.0,,,
FB0000577,RID0000854,4.7,,Vehicle was clean,,
FB0000578,RID0000857,3.6,5.0,,Cooperative rider,
FB0000579,RID0000860,4.8,4.2,,,rude behavior
FB0000580,RID0000863,4.7,4.1,,,
FB0000581,RID0000865,3.8,4.2,,,
FB0000582,RID0000866,4.4,4.9,Very safe driving,Polite passenger,
FB0000583,RID0000867,4.4,4.5,Driver was polite,,
FB0000584,RID0000868,3.2,4.6,,Asked to change route,
FB0000585,RID0000870,4.7,4.0,Good experience overall,,
FB0000586,RID0000871,5.0,4.6,,,late pickup
FB0000587,RID0000872,4.1,,Music was too loud,,
FB0000588,RID0000873,2.9,4.7,,On time at pickup,late pickup
FB0000589,RID0000874,4.4,4.3,Excellent service,On time at pickup,
FB0000590,RID0000875,4.5,4.0,Vehicle was clean,,
FB0000591,RID0000878,5.0,3.9,,,rude behavior
FB0000592,RID0000879,4.6,4.5,,,
FB0000593,RID0000885,3.5,4.2,,,
FB0000594,RID0000887,4.7,,,Polite passenger,
FB0000595,RID0000888,5.0,4.6,,,safe driving
FB0000596,RID0000889,4.5,3.3,,Asked to change route,
FB0000597,RID0000890,5.0,3.8,,,good music
FB0000598,RID0000892,4.0,,,,
FB0000599,RID0000893,4.1,4.6,Good experience overall,Cooperative rider,
FB0000600,RID0000895,4.9,4.6,,Cooperative rider,clean vehicle
FB0000601,RID0000896,3.2,4.6,,,
FB0000602,RID0000897,4.1,4.0,Very safe driving,Good communication,
FB0000603,RID0000898,4.6,4.8,,,
FB0000604,RID0000899,4.9,5.0,Music was too loud,,clean vehicle
FB0000605,RID0000900,4.1,,,Cooperative rider,
FB0000606,RID0000902,4.0,4.0,Music was too loud,,
FB0000607,RID0000907,4.5,4.3,,,
FB0000608,RID0000909,4.5,4.3,,Good communication,
FB0000609,RID0000911,4.6,4.9,"Great ride, very smooth",,
FB0000610,RID0000912,5.0,4.6,,,late pickup
FB0000611,RID0000915,4.4,4.6,"Great ride, very smooth",,
FB0000612,RID0000917,3.3,4.8,,,
FB0000613,RID0000918,4.4,4.3,,,
FB0000614,RID0000923,3.4,3.3,"Great ride, very smooth",,
FB0000615,RID0000924,4.2,4.7,A bit late but fine,Good communication,
FB0000616,RID0000925,3.5,,,,
FB0000617,RID0000926,4.2,,Vehicle was clean,,
FB0000618,RID0000927,4.3,4.0,,On time at pickup,
FB0000619,RID0000928,5.0,5.0,,,late pickup
FB0000620,RID0000929,3.7,4.4,,,
FB0000621,RID0000930,4.7,3.9,,Asked to change route,
FB0000622,RID0000931,3.7,,,Good communication,
FB0000623,RID0000933,3.0,,,,good music
FB0000624,RID0000938,4.5,4.0,,,
FB0000625,RID0000939,4.9,,,,long route taken
FB0000626,RID0000942,5.0,5.0,Very safe driving,,late pickup
FB0000627,RID0000944,4.6,,Excellent service,,
FB0000628,RID0000945,3.5,3.0,Good experience overall,,
FB0000629,RID0000947,3.1,,,,
FB0000630,RID0000948,4.7,4.1,"Great ride, very smooth",No issues,
FB0000631,RID0000951,4.3,,Good experience overall,,
FB0000632,RID0000952,4.5,4.8,Driver took a longer route,,
FB0000633,RID0000953,4.4,4.1,,Cooperative rider,
FB0000634,RID0000954,4.1,3.6,"Great ride, very smooth",,
FB0000635,RID0000955,3.3,4.7,Very safe driving,,
FB0000636,RID0000956,4.9,4.8,Driver was polite,,long route taken
FB0000637,RID0000957,4.9,3.9,A bit late but fine,,polite behavior
FB0000638,RID0000959,3.4,4.5,,Cooperative rider,
FB0000639,RID0000960,4.4,,Driver was polite,On time at pickup,
FB0000640,RID0000961,4.9,4.2,Vehicle was clean,,polite behavior
FB0000641,RID0000965,4.6,4.1,A bit late but fine,,
FB0000642,RID0000967,4.6,4.1,,No issues,
FB0000643,RID0000974,4.5,3.6,Vehicle was clean,,
FB0000644,RID0000975,4.2,4.5,,,
FB0000645,RID0000981,3.3,4.3,,,
FB0000646,RID0000984,4.5,5.0,,,
FB0000647,RID0000985,4.2,4.2,,,
FB0000648,RID0000986,4.2,4.8,,Asked to change route,
FB0000649,RID0000987,4.4,4.9,Very safe driving,,
FB0000650,RID0000991,3.9,4.2,A bit late but fine,,
FB0000651,RID0000992,4.4,4.5,Driver was polite,,
FB0000652,RID0000993,4.9,5.0,,,late pickup
FB0000653,RID0000994,3.7,5.0,,Asked to change route,
FB0000654,RID0000997,4.3,,Driver was polite,Asked to change route,
FB0000655,RID0001001,3.9,,,,
FB0000656,RID0001002,4.7,,,,
FB0000657,RID0001003,5.0,5.0,Driver took a longer route,,long route taken
FB0000658,RID0001005,4.9,,Good experience overall,,long route taken
FB0000659,RID0001007,4.5,4.3,Vehicle was clean,,
FB0000660,RID0001009,4.5,4.6,,,
FB0000661,RID0001010,4.6,,"Great ride, very smooth",Cooperative rider,
FB0000662,RID0001011,4.5,3.8,Vehicle was clean,,
FB0000663,RID0001012,5.0,4.8,,,clean vehicle
FB0000664,RID0001013,4.5,3.4,Driver took a longer route,,
FB0000665,RID0001016,4.3,5.0,,,
FB0000666,RID0001017,4.0,,,,
FB0000667,RID0001018,4.7,3.9,"Great ride, very smooth",No issues,
FB0000668,RID0001019,4.9,,,No issues,clean vehicle
FB0000669,RID0001020,4.6,4.2,Vehicle was clean,,
FB0000670,RID0001021,3.4,4.5,Driver took a longer route,,
FB0000671,RID0001022,4.5,5.0,,,
FB0000672,RID0001023,5.0,,Vehicle was clean,,safe driving
FB0000673,RID0001025,3.3,4.5,,Asked to change route,
FB0000674,RID0001026,5.0,4.2,,,rude behavior
FB0000675,RID0001028,4.7,4.4,Excellent service,,
FB0000676,RID0001030,5.0,,Vehicle was clean,,professional
FB0000677,RID0001031,4.6,4.4,,Cooperative rider,
FB0000678,RID0001032,4.1,4.6,,,
FB0000679,RID0001035,3.3,5.0,,,
FB0000680,RID0001037,3.7,,Driver was polite,Cooperative rider,
FB0000681,RID0001038,5.0,5.0,Vehicle was clean,,late pickup
FB0000682,RID0001039,5.0,4.2,Music was too loud,,rude behavior
FB0000683,RID0001040,4.4,5.0,,,
FB0000684,RID0001041,4.0,4.7,,,
FB0000685,RID0001043,4.8,4.8,,Cooperative rider,polite behavior
FB0000686,RID0001044,3.8,3.8,A bit late but fine,,
FB0000687,RID0001045,3.6,4.8,,Polite passenger,
FB0000688,RID0001046,4.3,,,Good communication,
FB0000689,RID0001047,4.4,4.1,,Cooperative rider,
FB0000690,RID0001048,4.0,4.5,,,
FB0000691,RID0001049,3.6,,,,
FB0000692,RID0001050,4.6,3.1,,On time at pickup,
FB0000693,RID0001051,3.9,5.0,A bit late but fine,,
FB0000694,RID0001059,5.0,3.8,,On time at pickup,rude behavior
FB0000695,RID0001061,3.8,4.6,Good experience overall,,
FB0000696,RID0001063,3.6,5.0,,,
FB0000697,RID0001065,5.0,,"Great ride, very smooth",,clean vehicle
FB0000698,RID0001066,4.1,,,,
FB0000699,RID0001068,4.6,5.0,,,
FB0000700,RID0001069,3.3,,,Good communication,
FB0000701,RID0001070,4.4,4.5,Excellent service,,
FB0000702,RID0001071,4.1,,"Great ride, very smooth",No issues,
FB0000703,RID0001072,4.4,,Good experience overall,No issues,
FB0000704,RID0001073,4.2,5.0,Very safe driving,,
FB0000705,RID0001074,4.2,4.7,,Polite passenger,
FB0000706,RID0001075,4.0,4.8,,,
FB0000707,RID0001076,4.7,4.6,,No issues,
FB0000708,RID0001077,4.4,4.3,,,
FB0000709,RID0001078,4.4,,Vehicle was clean,,
FB0000710,RID0001079,5.0,4.1,,Asked to change route,late pickup
FB0000711,RID0001080,5.0,5.0,Music was too loud,,good music
FB0000712,RID0001081,4.4,4.3,Excellent service,,
FB0000713,RID0001082,4.1,4.8,,,
FB0000714,RID0001083,5.0,4.4,Music was too loud,,good music
FB0000715,RID0001084,4.8,4.5,,Asked to change route,good music
FB0000716,RID0001086,3.2,4.8,,,
FB0000717,RID0001090,5.0,,Vehicle was clean,,rude behavior
FB0000718,RID0001091,4.8,,Excellent service,Good communication,safe driving
FB0000719,RID0001092,4.8,4.0,,,professional
FB0000720,RID0001093,4.3,,,Good communication,
FB0000721,RID0001094,4.9,,,,polite behavior
FB0000722,RID0001095,5.0,3.6,,,long route taken
FB0000723,RID0001096,5.0,4.3,Excellent service,,safe driving
FB0000724,RID0001097,4.6,3.2,Good experience overall,On time at pickup,
FB0000725,RID0001098,5.0,5.0,Good experience overall,Good communication,good music
FB0000726,RID0001099,3.4,4.4,,,
FB0000727,RID0001100,4.6,4.2,,On time at pickup,
FB0000728,RID0001101,3.7,4.1,,,
FB0000729,RID0001102,4.8,,Excellent service,Cooperative rider,clean vehicle
FB0000730,RID0001103,4.8,3.9,Music was too loud,Cooperative rider,rude behavior
FB0000731,RID0001105,4.5,3.3,,Polite passenger,
FB0000732,RID0001106,4.4,4.2,,,
FB0000733,RID0001108,3.9,4.3,,,
FB0000734,RID0001109,4.1,4.9,,,
FB0000735,RID0001113,4.2,4.8,Music was too loud,Polite passenger,
FB0000736,RID0001115,4.7,,Driver took a longer route,Good communication,
FB0000737,RID0001117,4.8,3.3,Driver was polite,Cooperative rider,clean vehicle
FB0000738,RID0001118,5.0,3.6,A bit late but fine,,good music
FB0000739,RID0001119,4.8,3.5,,,good music
FB0000740,RID0001120,4.1,3.9,Excellent service,,
FB0000741,RID0001121,4.9,,,,late pickup
FB0000742,RID0001122,3.3,4.1,Good experience overall,,
FB0000743,RID0001123,5.0,,,,polite behavior
FB0000744,RID0001124,4.0,4.6,Driver was polite,,
FB0000745,RID0001126,4.3,,,,
FB0000746,RID0001128,2.8,,Very safe driving,,good music
FB0000747,RID0001129,4.1,5.0,Music was too loud,,
FB0000748,RID0001131,4.9,4.9,Vehicle was clean,Good communication,safe driving
FB0000749,RID0001133,5.0,4.5,Very safe driving,,long route taken
FB0000750,RID0001134,4.0,4.9,Vehicle was clean,,
FB0000751,RID0001135,3.4,4.2,Vehicle was clean,,
FB0000752,RID0001137,4.9,,A bit late but fine,Polite passenger,professional
FB0000753,RID0001138,5.0,4.1,Driver took a longer route,,professional
FB0000754,RID0001139,4.3,5.0,,Good communication,
FB0000755,RID0001140,4.5,,Very safe driving,,
FB0000756,RID0001143,3.8,4.6,,,
FB0000757,RID0001144,4.6,5.0,Driver took a longer route,,
FB0000758,RID0001145,4.2,4.5,,,
FB0000759,RID0001146,3.3,4.5,,,
FB0000760,RID0001147,4.1,4.4,Excellent service,,
FB0000761,RID0001148,5.0,,,,long route taken
FB0000762,RID0001152,4.8,4.5,,Cooperative rider,long route taken
FB0000763,RID0001153,4.3,5.0,,,
FB0000764,RID0001155,4.3,,Vehicle was clean,,
FB0000765,RID0001161,4.4,4.8,,,
FB0000766,RID0001164,3.7,,,Polite passenger,
FB0000767,RID0001165,5.0,5.0,,,late pickup
FB0000768,RID0001167,5.0,5.0,,,polite behavior
FB0000769,RID0001168,4.2,4.5,,,
FB0000770,RID0001169,4.9,4.5,,,long route taken
FB0000771,RID0001170,5.0,4.8,Vehicle was clean,,rude behavior
FB0000772,RID0001171,4.5,5.0,,,
FB0000773,RID0001173,5.0,,Very safe driving,,rude behavior
FB0000774,RID0001174,4.0,4.3,Driver was polite,On time at pickup,
FB0000775,RID0001176,4.2,,,,
FB0000776,RID0001178,4.8,4.4,"Great ride, very smooth",,rude behavior
FB0000777,RID0001179,4.5,4.3,Excellent service,,
FB0000778,RID0001181,3.5,4.9,A bit late but fine,,
FB0000779,RID0001183,3.8,4.8,Driver took a longer route,Good communication,
FB0000780,RID0001184,3.2,4.6,,,
FB0000781,RID0001185,3.6,,,,
FB0000782,RID0001186,4.5,5.0,,,
FB0000783,RID0001188,4.4,5.0,,Polite passenger,
FB0000784,RID0001190,3.4,3.4,,On time at pickup,
FB0000785,RID0001192,4.2,,"Great ride, very smooth",Cooperative rider,
FB0000786,RID0001193,5.0,4.8,,,polite behavior
FB0000787,RID0001194,5.0,,,,good music
FB0000788,RID0001197,4.5,5.0,Driver took a longer route,,
FB0000789,RID0001199,4.4,4.0,,,
FB0000790,RID0001200,3.9,3.8,Vehicle was clean,,
FB0000791,RID0001201,4.7,,,Cooperative rider,
FB0000792,RID0001202,4.2,4.6,,,
FB0000793,RID0001203,5.0,4.7,,Cooperative rider,professional
FB0000794,RID0001205,4.4,,,Polite passenger,
FB0000795,RID0001206,5.0,5.0,Vehicle was clean,,safe driving
FB0000796,RID0001207,4.7,3.9,,,
FB0000797,RID0001208,3.9,4.0,,,
FB0000798,RID0001209,4.4,3.4,"Great ride, very smooth",,
FB0000799,RID0001213,5.0,4.1,,,late pickup
FB0000800,RID0001214,3.8,4.8,,No issues,
FB0000801,RID0001215,4.3,4.9,"Great ride, very smooth",,
FB0000802,RID0001216,3.3,4.2,,Asked to change route,
FB0000803,RID0001218,2.7,4.2,,,long route taken
FB0000804,RID0001219,5.0,5.0,"Great ride, very smooth",,professional
FB0000805,RID0001220,5.0,3.0,,On time at pickup,rude behavior
FB0000806,RID0001221,5.0,4.6,Very safe driving,No issues,good music
FB0000807,RID0001223,4.3,4.9,Very safe driving,,
FB0000808,RID0001224,4.2,5.0,Vehicle was clean,,
FB0000809,RID0001227,4.7,,,No issues,
FB0000810,RID0001228,5.0,4.0,,On time at pickup,rude behavior
FB0000811,RID0001229,4.5,,Very safe driving,,
FB0000812,RID0001231,4.9,,,Good communication,rude behavior
FB0000813,RID0001232,4.1,4.3,,Asked to change route,
FB0000814,RID0001233,3.8,4.7,,,
FB0000815,RID0001234,4.7,,A bit late but fine,,
FB0000816,RID0001235,3.8,4.2,Very safe driving,,
FB0000817,RID0001238,4.2,3.7,,Polite passenger,
FB0000818,RID0001239,4.3,5.0,A bit late but fine,,
FB0000819,RID0001240,4.4,5.0,,No issues,
FB0000820,RID0001241,4.3,4.1,,Polite passenger,
FB0000821,RID0001242,3.3,4.5,A bit late but fine,Good communication,
FB0000822,RID0001243,4.8,3.9,,Good communication,rude behavior
FB0000823,RID0001244,4.5,4.8,,Good communication,
FB0000824,RID0001247,3.7,5.0,Excellent service,,
FB0000825,RID0001248,5.0,,Very safe driving,,good music
FB0000826,RID0001249,4.4,,Music was too loud,,
FB0000827,RID0001250,3.9,4.4,,,
FB0000828,RID0001252,4.6,4.4,,No issues,
FB0000829,RID0001255,4.0,4.3,"Great ride, very smooth",,
FB0000830,RID0001256,4.6,4.3,A bit late but fine,,
FB0000831,RID0001257,5.0,4.9,,,polite behavior
FB0000832,RID0001260,4.8,4.6,Very safe driving,Cooperative rider,good music
FB0000833,RID0001261,4.1,3.7,Very safe driving,,
FB0000834,RID0001264,4.9,4.3,,,polite behavior
FB0000835,RID0001265,4.9,,Driver was polite,Asked to change route,late pickup
FB0000836,RID0001266,4.5,5.0,,,
FB0000837,RID0001268,4.5,4.1,,,
FB0000838,RID0001269,4.7,4.2,,,
FB0000839,RID0001270,3.3,4.8,Driver took a longer route,,
FB0000840,RID0001271,4.4,5.0,Driver was polite,On time at pickup,
FB0000841,RID0001272,4.1,4.2,Excellent service,No issues,
FB0000842,RID0001274,4.7,4.1,,,
FB0000843,RID0001277,4.6,,Music was too loud,,
FB0000844,RID0001279,4.0,,"Great ride, very smooth",,
FB0000845,RID0001281,4.9,5.0,Very safe driving,Asked to change route,clean vehicle
FB0000846,RID0001286,4.6,,"Great ride, very smooth",,
FB0000847,RID0001288,4.4,4.1,,,
FB0000848,RID0001289,4.2,4.5,,,
FB0000849,RID0001290,4.1,,Very safe driving,,
FB0000850,RID0001292,4.4,5.0,,,
FB0000851,RID0001293,5.0,,,,safe driving
FB0000852,RID0001296,4.4,,,,
FB0000853,RID0001297,4.6,,,,
FB0000854,RID0001298,4.7,4.4,"Great ride, very smooth",,
FB0000855,RID0001299,4.9,5.0,Music was too loud,,late pickup
FB0000856,RID0001300,5.0,4.1,Good experience overall,Good communication,polite behavior
FB0000857,RID0001301,4.6,4.8,,Polite passenger,
FB0000858,RID0001303,4.5,4.0,,,
FB0000859,RID0001304,4.2,5.0,,,
FB0000860,RID0001307,4.5,4.2,"Great ride, very smooth",,
FB0000861,RID0001309,4.6,5.0,Very safe driving,On time at pickup,
FB0000862,RID0001313,4.9,5.0,Driver was polite,No issues,rude behavior
FB0000863,RID0001314,4.8,4.1,,,safe driving
FB0000864,RID0001315,4.0,4.6,,No issues,
FB0000865,RID0001316,3.5,4.4,Vehicle was clean,Polite passenger,
FB0000866,RID0001317,5.0,,"Great ride, very smooth",,professional
FB0000867,RID0001318,4.8,4.3,"Great ride, very smooth",,safe driving
FB0000868,RID0001320,4.9,4.5,,,rude behavior
FB0000869,RID0001321,4.5,4.2,Driver took a longer route,,
FB0000870,RID0001322,3.5,5.0,,,
FB0000871,RID0001323,3.7,5.0,,,
FB0000872,RID0001324,4.2,3.9,,,
FB0000873,RID0001325,3.9,5.0,Good experience overall,Asked to change route,
FB0000874,RID0001327,5.0,4.2,Driver was polite,,safe driving
FB0000875,RID0001328,3.8,,,,
FB0000876,RID0001330,4.8,,Music was too loud,,polite behavior
FB0000877,RID0001331,5.0,4.3,,,professional
FB0000878,RID0001334,5.0,4.3,,,safe driving
FB0000879,RID0001335,3.9,4.9,,On time at pickup,
FB0000880,RID0001337,4.8,4.8,A bit late but fine,,long route taken
FB0000881,RID0001338,4.6,5.0,Driver took a longer route,,
FB0000882,RID0001340,4.6,4.8,,,
FB0000883,RID0001341,4.0,4.4,Music was too loud,,
FB0000884,RID0001342,4.5,3.8,,Cooperative rider,
FB0000885,RID0001344,4.1,4.4,"Great ride, very smooth",,
FB0000886,RID0001346,3.1,4.9,,Polite passenger,
FB0000887,RID0001347,5.0,4.3,,,good music
FB0000888,RID0001350,4.7,5.0,Music was too loud,,
FB0000889,RID0001351,4.3,4.4,,Polite passenger,
FB0000890,RID0001353,4.6,4.8,Vehicle was clean,,
FB0000891,RID0001354,4.2,4.2,,,
FB0000892,RID0001357,3.8,3.7,Excellent service,Polite passenger,
FB0000893,RID0001359,5.0,5.0,,,polite behavior
FB0000894,RID0001360,5.0,4.7,,,late pickup
FB0000895,RID0001361,4.2,,,,
FB0000896,RID0001362,3.8,3.9,Driver took a longer route,,
FB0000897,RID0001364,4.0,4.3,Good experience overall,,
FB0000898,RID0001365,4.5,3.8,,,
FB0000899,RID0001366,4.2,5.0,Excellent service,Asked to change route,
FB0000900,RID0001367,3.5,5.0,A bit late but fine,,
FB0000901,RID0001368,3.6,3.5,Music was too loud,,
FB0000902,RID0001369,5.0,4.8,Music was too loud,,professional
FB0000903,RID0001370,5.0,,Very safe driving,,safe driving
FB0000904,RID0001371,3.8,,,,
FB0000905,RID0001372,5.0,,,Cooperative rider,polite behavior
FB0000906,RID0001373,4.9,3.7,Very safe driving,,late pickup
FB0000907,RID0001375,3.0,5.0,,,polite behavior
FB0000908,RID0001376,4.1,,,,
FB0000909,RID0001378,4.7,4.1,,,
FB0000910,RID0001379,4.1,4.3,,,
FB0000911,RID0001381,5.0,4.3,Vehicle was clean,On time at pickup,late pickup
